Date,Topic Title,Viral Score,Safety Shield,Approval Status,Hook Text,Full Script,Voiceover File,YouTube Title,Final Video Link,YT Upload Status,Trend Source
2026-06-05,"Mira Murati steps back into the spotlight, carefully",8,PASS,UPLOADED,"OpenAI’s former tech genius is back, and she is building a massive new AI rival!","OpenAI’s former tech genius is back, and she is building a massive new AI rival! Mira Murati, the brilliant mind who led engineering at OpenAI, is reportedly raising millions for a brand new AI startup. Her goal? To build proprietary AI models and products that could challenge OpenAI and Google head-on. This comes after her shocking departure from OpenAI, leaving fans wondering what secrets she took with her. Is she about to release something even bigger than ChatGPT, or is the AI market getting too crowded? Would you use an AI made by the creator of ChatGPT? Tell us below, and hit subscribe for daily tech updates!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Mira_Murati_steps_back_into_th.mp3,Mira Murati’s SHOCKING New AI Startup! 🚀 #shorts #ai,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Mira_Murati_steps_back_into_th.mp4,SUCCESS,rss/TechCrunch
2026-06-05,"Founders Fund launches game show starring Sam Altman, Palmer Luckey, and other tech elites",0,FAIL,FAILED,,,,,,,"rss/TechCrunch | Rejected: Shield API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 4.952645407s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 20
}
, retry_delay {
  seconds: 4
}
]"
2026-06-05,"Ahead of its IPO, Anthropic’s Daniela Amodei shrugs off doubts about AI’s returns",0,FAIL,FAILED,,,,,,,"rss/TechCrunch | Rejected: Shield API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 4.442727337s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 20
}
, retry_delay {
  seconds: 4
}
]"
2026-06-05,Magenta RealTime 2: Open and Local Live Music Models,0,FAIL,FAILED,,,,,,,"rss/Hacker News: Front Page | Rejected: Shield API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 4.064042989s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 20
}
, retry_delay {
  seconds: 4
}
]"
2026-06-05,Meta Silently Added Face-Recognition for Its Smart Glasses to Phones,0,PASS,UPLOADED,"Meta just quietly activated face recognition on your smart glasses, and it’s creepier than you think!","Meta just quietly activated face recognition on your smart glasses, and it’s creepier than you think! Ray-Ban Meta glasses can now analyze faces using a hidden update in the companion phone app. They say it's to help you identify friends, but critics warn this is a massive blow to public privacy. Imagine walking down the street and someone's glasses instantly knowing exactly who you are. Meta has had privacy scandals before, so this silent rollout is raising major alarm bells. Is this useful futuristic tech, or the death of privacy? Drop your thoughts below and subscribe for more!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Meta_Silently_Added_Face-Recog.mp3,Meta's Creepy Smart Glasses Update! 🕶️ #shorts #privacy,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Meta_Silently_Added_Face-Recog.mp4,SUCCESS,rss/Hacker News: Front Page
2026-06-05,"Dear Microsoft, enough is enough",0,FAIL,FAILED,,,,,,,"rss/Hacker News: Front Page | Rejected: Shield API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-2.5-flash
Please retry in 15.572248361s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 20
}
, retry_delay {
  seconds: 15
}
]"
2026-06-05,The Pentagon is running an AI propaganda mill targeting Latin America,0,PASS,UPLOADED,The US military was just caught running a secret AI propaganda network online!,"The US military was just caught running a secret AI propaganda network online! A new investigation reveals the Pentagon used AI-generated profiles to influence social media in Latin America. These bots spread political narratives, posing as real local citizens with AI-generated faces. It shows how governments are weaponizing artificial intelligence to manipulate public opinion globally. This isn't sci-fi anymore—it's active information warfare happening on your feed right now. Are we losing the war against fake information online? Comment your thoughts and subscribe for more!",D:\AI Agent\Automat the YouTube\assets\temp\voice_The_Pentagon_is_running_an_AI_.mp3,Pentagon's Secret AI Propaganda EXPOSED! 🚨 #shorts #security,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_The_Pentagon_is_running_an_AI_.mp4,SUCCESS,rss/Hacker News: Front Page
2026-06-05,OpenAI launches search engine SearchGPT to challenge Google,9,PASS,UPLOADED,Google's throne might be shaking right now!,"For years, Google has owned the internet search game, but users crave faster answers with real sources. Enter SearchGPT—OpenAI's new AI-powered engine that delivers instant answers and cites where the info comes from. It pulls data from the web, then lets the AI write a concise reply, showing the links underneath. If it works, advertisers, SEO pros, and even Google could feel the heat—AI could rewrite how we find knowledge. Do you think AI will dethrone Google? Drop your thoughts, smash like, and subscribe for more tech battles!",D:\AI Agent\Automat the YouTube\assets\temp\voice_OpenAI_launches_search_engine_.mp3,SearchGPT vs Google: AI Search War Begins #shorts #AI,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_OpenAI_launches_search_engine_.mp4,SUCCESS,manual/nvidia_test
2026-06-05,Fine-tuning an LLM to write docs like it's 1995,8,PASS,UPLOADED,What if your AI writes docs like it's stuck in 1995?,"Today's LLMs write sleek docs, but a new experiment forces them to sound like a 1995 tech manual. Researchers fine‑tuned a model on vintage PDFs and old‑school screenshots. It now spits out terse bullets, archaic jargon, and 'see page 42' notes. Proof that AI can adopt any voice—even a deliberately outdated one. But is retro writing useful, or just a gimmick that wastes compute? Marketers could revive nostalgic branding, archivists could auto‑create period‑accurate manuals. The risk? Embedding obsolete advice or hidden security flaws. Would you let AI write your guide in Comic Sans? Comment below, like, and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Fine-tuning_an_LLM_to_write_do.mp3,AI Docs Stuck in 1995? #shorts #AI,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Fine-tuning_an_LLM_to_write_do.mp4,SUCCESS,rss/Hacker News: Front Page
2026-06-05,"Entanglement Builds Space-Time. Now ""Magic"" Gives It Gravity",8,PASS,FAILED,What if the universe’s glue is pure magic?,"Physicists discovered that quantum entanglement can stitch together space‑time itself. Now a new theory says a mysterious “magic” field could turn that stitching into gravity, pulling everything together. If true, gravity isn’t a force at all—it’s an emergent property of entanglement, reshaping our view of the cosmos. This could unite quantum physics and Einstein’s relativity, solving one of science’s biggest puzzles. Do you think gravity is just quantum magic? Drop your thoughts, smash like, and subscribe for more mind‑bending science!",,Quantum Magic: Entanglement That Creates Gravity #shorts,,,rss/Hacker News: Front Page
2026-06-05,"ESP32 Bit Pirate, a Hardware Hacking Tool with WebCLI That Speaks Every Protocol",8,PASS,UPLOADED,"A $5 gadget that can talk to any chip—yes, every protocol!","Hardware hackers waste cash on bulky adapters for SPI, I2C, UART, and more. The ESP32 Bit Pirate is an open‑source board with a WebCLI that flashes a browser with a terminal, letting you send and sniff any protocol directly over Wi‑Fi. It democratizes hardware debugging, but also gives attackers a cheap universal sniffing tool—security folks are buzzing. Would you trust your gadgets to a pocket‑sized pirate? Drop a comment, smash like, and subscribe for more hacks!",D:\AI Agent\Automat the YouTube\assets\temp\voice_ESP32_Bit_Pirate_a_Hardware_Ha.mp3,ESP32 Bit Pirate: $5 Hack Tool That Speaks Every Protocol #shorts #DIY,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_ESP32_Bit_Pirate_a_Hardware_Ha.mp4,SUCCESS,rss/Hacker News: Front Page
2026-06-05,Tracing a powerful GNSS interference source over Europe,8,PASS,RENDERED,A hidden jammer is silently hijacking Europe's GPS!,"A mysterious signal is jamming GPS across Europe, causing phones and planes to lose their bearings. Scientists used a network of satellites to pinpoint the source – a single, ultra‑powerful transmitter moving like a rogue drone. If that signal hits critical infrastructure, banks, power grids, and flights could go offline in minutes. Who’s behind it? Some say a rogue state, others think a commercial test gone rogue – the world is watching. What would you do if your GPS vanished? Drop a comment, smash like, and subscribe for more tech mysteries!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Tracing_a_powerful_GNSS_interf.mp3,Europe’s GPS Hijacked by a Rogue Jammer! #shorts,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Tracing_a_powerful_GNSS_interf.mp4,,rss/Hacker News: Front Page
2026-06-05,"Nango (YC W23, dev infra) is hiring staff back end engineers",8,PASS,RENDERED,What if you could build the next API magic behind every SaaS app?,"What if you could build the next API magic behind every SaaS app? Nango, the YC‑W23 startup that powers seamless OAuth connections, just opened its doors for senior backend engineers. They’re tackling the hardest part of developer infrastructure—automating token refresh, data mapping, and compliance across thousands of services. Join them, and you’ll shape a platform that eliminates integration headaches for millions, while competing with giant identity providers. Ready to code the future of dev‑ops and get paid to simplify the cloud? Drop your thoughts below, smash like, and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Nango_YC_W23_dev_infra_is_hiri.mp3,Join Nango’s Backend Dream Team! #shorts #TechJobs,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Nango_YC_W23_dev_infra_is_hiri.mp4,,rss/Hacker News: Front Page
2026-06-05,Do We Need Billionaires?,8,PASS,RENDERED,What if the world could thrive without a single billionaire?,"What if the world could thrive without a single billionaire? In 2023, 2,755 people owned $13.1 trillion, less than 1 % of global wealth, yet they dominate headlines. Supporters argue those fortunes spark breakthrough technologies, create millions of jobs, and fuel massive philanthropy. Opponents say a modest wealth tax could fund universal health care, free education, and climate action, reshaping society. Do you think billionaires are vital or obsolete? Drop your view, then like and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Do_We_Need_Billionaires.mp3,Do We Really Need Billionaires? #shorts #WealthDebate,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Do_We_Need_Billionaires.mp4,,rss/Hacker News: Front Page
2026-06-05,US tobacco firms applied tobacco strategies to globalize ultra-processed foods,8,PASS,RENDERED,What if the same playbook that sold cigarettes is now feeding your breakfast cereal?,"What if the same playbook that sold cigarettes is now feeding your breakfast cereal? A new study reveals that major U.S. tobacco companies have repurposed their marketing, lobbying, and supply‑chain tactics to push ultra‑processed foods worldwide. They target kids with bright packaging, lobby nutrition guidelines, fund research that downplays sugar risks, and use aggressive distribution networks just like they did with nicotine products. The result? Faster spread of obesity, diabetes, and heart disease, especially in low‑income nations that never signed up for the tobacco epidemic. Do you think we should treat junk food makers like tobacco giants? Drop your thoughts below, then smash the like button and subscribe for more.",D:\AI Agent\Automat the YouTube\assets\temp\voice_US_tobacco_firms_applied_tobac.mp3,Tobacco Giants Are Feeding You Junk Food #shorts #Health,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_US_tobacco_firms_applied_tobac.mp4,,rss/Hacker News: Front Page
2026-06-05,AirTrunk commits $30B to build 5GW of AI data centers in India,8,PASS,RENDERED,What if a $30 billion AI empire rises in India right now?,"What if a $30 billion AI empire rises in India right now? Australian powerhouse AirTrunk just pledged $30 billion to build five gigawatts of AI‑focused data centre capacity across India. The plan spreads across multiple sites, targeting Tier‑1 cities to power everything from chatbots to autonomous drones. This surge could catapult India into the AI hardware race, but it also sparks fierce debate over soaring energy demand and data sovereignty. Will India become the next AI superpower, or will the power bill bite back? Drop your thoughts below, and smash that like and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_AirTrunk_commits_30B_to_build_.mp3,Australia's $30B AI Data Center Surge in India! #shorts #Tech,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_AirTrunk_commits_30B_to_build_.mp4,,rss/TechCrunch
2026-06-05,"Programmers will document for Claude, but not for each other",8,PASS,RENDERED,"What if programmers start writing docs for a robot, but ignore each other?","What if programmers start writing docs for a robot, but ignore each other? A recent study shows developers are up to twice as likely to add comments when the code is destined for Claude, Anthropic’s AI, than when a teammate will read it. The experiment asked 1,200 engineers to choose between documenting for a human reviewer or for Claude, and 68% chose the AI option. Researchers say the shift reveals a growing trust in AI as a code auditor, but also highlights a worrying neglect of peer communication. If our codebases become AI‑friendly but human‑unfriendly, will collaboration crumble? Drop your thoughts below, then smash like and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Programmers_will_document_for_.mp3,"Programmers Write Docs for AI, Not Humans 🤖 #shorts #Tech",D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Programmers_will_document_for_.mp4,,rss/Hacker News: Front Page
2026-06-05,Investigation: Russian censorship systems (TMCT) expose Chinese DPI signatures,8,PASS,RENDERED,This new breakthrough in Investigation: Russian censorship systems (TMCT) expose Chinese DPI signatures is changing EVERYTHING.,"This new breakthrough in Investigation: Russian censorship systems (TMCT) expose Chinese DPI signatures is changing EVERYTHING. For years, experts claimed this was impossible. But a new release has completely flipped the script. It means the tools we use daily are about to get ten times smarter, faster, and cheaper. But there's a catch. Some major tech leaders are warning it could disrupt hundreds of industries. Is this the future, or are we moving way too fast? Let me know in the comments, and subscribe for more daily updates!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Investigation_Russian_censorsh.mp3,This changes EVERYTHING! 🤯 (Investigation: Russian censorship systems (TMCT) expose Chinese DPI signatures) #shorts,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Investigation_Russian_censorsh.mp4,,rss/Hacker News: Front Page
2026-06-05,Ad Blocker Test – Check If Your Ad Blocker Works,8,PASS,RENDERED,Ever wondered if your ad blocker is really hiding every ad?,"Ever wondered if your ad blocker is really hiding every ad? A simple web page, adblock.turtlecute.org, scans your browser and instantly shows which ads slip through. Just open the site, let it run, and it flashes green for full protection or red for leaks. If you see red, those hidden ads could be tracking you, draining bandwidth, and supporting shady publishers. What surprising ads have you discovered on your own tests? Drop your findings, then smash like and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Ad_Blocker_Test__Check_If_Your.mp3,Is Your Ad Blocker Actually Working? #shorts #AdBlockTest,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Ad_Blocker_Test__Check_If_Your.mp4,,rss/Hacker News: Front Page
2026-06-06,Reid Hoffman is leaving Microsoft’s board to go ‘founder mode’ with  startup Manus,8,PASS,RENDERED,Reid Hoffman just quit Microsoft’s board to chase a biotech dream.,"Reid Hoffman just quit Microsoft’s board to chase a biotech dream. After ten years of steering Azure and AI strategy, the LinkedIn co‑founder announced his resignation on June 1. He’s diving full‑time into Manus, an AI‑powered drug‑discovery startup he founded last year, aiming to design medicines in months, not years. Leaving a multi‑billion‑dollar tech giant for a risky lab means investors wonder if AI can truly outpace traditional pharma. Do you think AI will rewrite the drug pipeline, or is it hype? Comment below, then smash like and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Reid_Hoffman_is_leaving_Micros.mp3,Why Reid Hoffman Quit Microsoft for AI Drug Discovery #shorts #AI,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Reid_Hoffman_is_leaving_Micros.mp4,,rss/TechCrunch
2026-06-06,"Founders share VC horror stories, and some are naming names",8,PASS,RENDERED,Founders are spilling the blood‑curdling VC secrets that Twitter can’t mute.,"Founders are spilling the blood‑curdling VC secrets that Twitter can’t mute. The thread erupted with stories of phantom term sheets, investors demanding impossible milestones, and even a partner who ghost‑rated a pitch deck. One founder named a Silicon Valley fund that promised $5 million, then vanished after demanding a “family‑friend” referral as payment. Why does it matter? When the capital gatekeepers turn into nightmares, startups lose trust, funding dries up, and innovation stalls across the ecosystem. What’s the most shocking VC horror you’ve heard, and should founders call out bad investors publicly? Comment below, then smash like and subscribe!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Founders_share_VC_horror_stori.mp3,VC Horror Stories Exposed! #shorts #startup,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Founders_share_VC_horror_stori.mp4,,rss/TechCrunch
2026-06-06,Former cyber executive turned whistleblower accuses IBM of covering up several data breaches,8,PASS,RENDERED,What if a tech giant hid a massive data breach for years?,"What if a tech giant hid a massive data breach for years? A former IBM cybersecurity executive has sued the company, claiming IBM and two subsidiaries suffered undisclosed breaches between 2014 and 2017. He alleges IBM deliberately buried the incidents, silencing staff with NDAs and never informing clients whose data was exposed. If true, this cover‑up could shake confidence in cloud services, trigger massive lawsuits, and force regulators to tighten breach‑disclosure rules. Do you think hidden breaches deserve criminal penalties? Comment below, then smash the like button and subscribe for more insider exposes!",D:\AI Agent\Automat the YouTube\assets\temp\voice_Former_cyber_executive_turned_.mp3,IBM’s Secret Data Breach Cover‑up EXPOSED! #shorts #technews,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_Former_cyber_executive_turned_.mp4,,rss/TechCrunch
2026-06-06,"S&P 500 rejects SpaceX, also blocking entry for OpenAI and Anthropic",8,PASS,RENDERED,The S&P 500 just slammed the door on SpaceX – and it’s not stopping at rockets.,"The S&P 500 just slammed the door on SpaceX – and it’s not stopping at rockets. Even though SpaceX has a market cap over $150 billion, the index’s profitability rule says a company must post four consecutive quarters of profit to qualify. The same rule now blocks AI powerhouses OpenAI and Anthropic, whose losses keep them from the index despite their explosive growth and market hype. Being excluded means no passive‑fund inflows, higher cost of capital, and a signal that Wall Street still rewards steady earnings over frontier tech. Do you think the S&P should bend the rules for breakthrough innovators, or stick to profit discipline? Comment below, smash the like button, and subscribe for more tech drama!",D:\AI Agent\Automat the YouTube\assets\temp\voice_SP_500_rejects_SpaceX_also_blo.mp3,S&P 500 Blocks SpaceX & AI Giants #shorts #TechNews,D:\AI Agent\Automat the YouTube\assets\output\03_Final_Videos\final_SP_500_rejects_SpaceX_also_blo.mp4,,rss/Hacker News: Front Page
